notification_date,postcode,likely_source_of_infection,lhd_2010_code,lhd_2010_name,lga_code19,lga_name19
2020-04-03,2439,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-04-03,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-03,2075,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-03,2164,Interstate,X710,South Western Sydney,12850,Fairfield (C)
2020-04-03,2204,Locally acquired - source not identified,X700,Sydney,14170,Inner West (A)
2020-04-03,2020,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-03,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-04-03,2250,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-04-03,2161,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-04-03,2135,Overseas,X700,Sydney,17100,Strathfield (A)
2020-04-03,2218,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-04-03,2218,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-04-03,2097,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-03,2018,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-04-03,2219,Interstate,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-03,,Locally acquired - source not identified,,,,
2020-04-03,8888,Overseas,,,,
2020-04-03,2558,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11500,Campbelltown (C) (NSW)
2020-04-03,,Locally acquired - source not identified,,,,
2020-04-03,2206,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-04-03,2135,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17100,Strathfield (A)
2020-04-03,2233,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-04-03,2750,Overseas,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-03,2500,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-04-03,2205,Locally acquired - source not identified,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-03,2218,Interstate,X720,South Eastern Sydney,12930,Georges River (A)
2020-04-03,2558,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11500,Campbelltown (C) (NSW)
2020-04-03,2015,Overseas,X700,Sydney,17200,Sydney (C)
2020-04-03,2205,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-03,2135,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17100,Strathfield (A)
2020-04-03,2750,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-03,2750,Locally acquired - source not identified,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-03,2234,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-04-03,2039,Locally acquired - source not identified,X700,Sydney,14170,Inner West (A)
2020-04-03,2761,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-04-03,2099,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-03,2761,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-04-03,2193,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-04-03,2069,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-03,2117,Overseas,X740,Western Sydney,16260,Parramatta (C)
2020-04-03,2232,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-04-03,2219,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-03,2039,Overseas,X700,Sydney,14170,Inner West (A)
2020-04-03,2120,Locally acquired - source not identified,X760,Northern Sydney,14000,Hornsby (A)
2020-04-03,2026,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-03,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-04-03,2176,Locally acquired - source not identified,X710,South Western Sydney,12850,Fairfield (C)
2020-04-03,,Locally acquired - source not identified,,,,
2020-04-03,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-04-03,2144,Locally acquired - source not identified,X740,Western Sydney,12380,Cumberland (A)
2020-04-03,2145,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-04-03,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-03,2161,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-04-03,2334,Interstate,X800,Hunter New England,11720,Cessnock (C)
2020-04-03,2176,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,12850,Fairfield (C)
2020-04-03,2099,Locally acquired - source not identified,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-03,2262,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-04-03,,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-04-03,2714,Locally acquired - contact of a confirmed case and/or in a known cluster,X840,Murrumbidgee,10650,Berrigan (A)
2020-04-03,2714,Locally acquired - contact of a confirmed case and/or in a known cluster,X840,Murrumbidgee,10650,Berrigan (A)
2020-04-03,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-03,2045,Overseas,X700,Sydney,14170,Inner West (A)
2020-04-03,2218,Locally acquired - source not identified,X720,South Eastern Sydney,12930,Georges River (A)
2020-04-03,2106,Locally acquired - source not identified,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-03,2066,Overseas,X760,Northern Sydney,14700,Lane Cove (A)
2020-04-03,2096,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-03,2084,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-03,2213,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-04-03,2761,Locally acquired - source not identified,X740,Western Sydney,10750,Blacktown (C)
2020-04-03,2131,Overseas,X700,Sydney,14170,Inner West (A)
2020-04-03,2131,Overseas,X700,Sydney,14170,Inner West (A)
2020-04-03,2073,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-03,2016,Locally acquired - source not identified,X700,Sydney,17200,Sydney (C)
2020-04-03,2122,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,16700,Ryde (C)
2020-04-03,2088,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15350,Mosman (A)
2020-04-04,2866,Overseas,X850,Western NSW,11400,Cabonne (A)
2020-04-04,2019,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-04,2250,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-04-04,2567,Overseas,X710,South Western Sydney,11450,Camden (A)
2020-04-04,2232,Locally acquired - source not identified,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-04-04,2865,Overseas,X850,Western NSW,11400,Cabonne (A)
2020-04-04,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-04-04,2010,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-04-04,,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-04-04,2068,Overseas,X760,Northern Sydney,18250,Willoughby (C)
2020-04-04,2145,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-04-04,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-04-04,2097,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-04,2430,Locally acquired - source not identified,X800,Hunter New England,15240,Mid-Coast (A)
2020-04-04,2299,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,15900,Newcastle (C)
2020-04-04,2221,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-04-04,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-04-04,2865,Overseas,X850,Western NSW,11400,Cabonne (A)
2020-04-04,2216,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-04,2176,Overseas,X710,South Western Sydney,12850,Fairfield (C)
2020-04-04,2049,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,14170,Inner West (A)
2020-04-04,2761,Locally acquired - source not identified,X740,Western Sydney,10750,Blacktown (C)
2020-04-04,2207,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-04,2101,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-04,4567,Overseas,,,,
2020-04-04,2031,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-04,4560,Overseas,,,,
2020-04-04,4215,Overseas,,,,
2020-04-04,4053,Overseas,,,,
2020-04-04,7170,Overseas,,,,
2020-04-04,,Overseas,,,,
2020-04-04,2130,Overseas,X700,Sydney,14170,Inner West (A)
2020-04-04,2130,Overseas,X700,Sydney,14170,Inner West (A)
2020-04-04,2025,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-04-04,2000,Overseas,X720,South Eastern Sydney,17200,Sydney (C)
2020-04-04,4805,Overseas,,,,
2020-04-04,4805,Overseas,,,,
2020-04-04,2176,Overseas,X710,South Western Sydney,12850,Fairfield (C)
2020-04-04,2190,Locally acquired - source not identified,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-04-04,4507,Overseas,,,,
2020-04-04,2205,Interstate,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-04,2086,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-04,2086,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-04,2156,Interstate,X740,Western Sydney,17420,The Hills Shire (A)
2020-04-04,2141,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-04-04,2035,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-04,2316,Locally acquired - source not identified,X800,Hunter New England,16400,Port Stephens (A)
2020-04-04,2104,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-04,2065,Overseas,X760,Northern Sydney,14700,Lane Cove (A)
2020-04-04,4560,Overseas,,,,
2020-04-04,2145,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-04-04,2066,Overseas,X760,Northern Sydney,14700,Lane Cove (A)
2020-04-04,2066,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14700,Lane Cove (A)
2020-04-04,2066,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14700,Lane Cove (A)
2020-04-04,2766,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-04-04,2205,Locally acquired - source not identified,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-04,2282,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-04-04,2323,Locally acquired - source not identified,X800,Hunter New England,15050,Maitland (C)
2020-04-04,2145,Overseas,X740,Western Sydney,12380,Cumberland (A)
2020-04-04,2450,Overseas,X820,Mid North Coast,11800,Coffs Harbour (C)
2020-04-04,2113,Locally acquired - source not identified,X760,Northern Sydney,16700,Ryde (C)
2020-04-04,2263,Locally acquired - contact of a confirmed case and/or in a known cluster,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-04-04,2111,Locally acquired - source not identified,X760,Northern Sydney,14100,Hunters Hill (A)
2020-04-04,2037,Locally acquired - source not identified,X700,Sydney,17200,Sydney (C)
2020-04-04,2316,Locally acquired - source not identified,X800,Hunter New England,16400,Port Stephens (A)
2020-04-04,2015,Overseas,X700,Sydney,17200,Sydney (C)
2020-04-04,2155,Locally acquired - source not identified,X740,Western Sydney,17420,The Hills Shire (A)
2020-04-04,2033,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-04,2040,Interstate,X700,Sydney,14170,Inner West (A)
2020-04-04,2145,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-04-04,2025,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-04-04,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-04,2022,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-04,2011,Overseas,X720,South Eastern Sydney,17200,Sydney (C)
2020-04-04,2430,Overseas,X800,Hunter New England,15240,Mid-Coast (A)
2020-04-04,2011,Locally acquired - source not identified,X720,South Eastern Sydney,17200,Sydney (C)
2020-04-04,2033,Locally acquired - source not identified,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-05,2099,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-05,2165,Locally acquired - source not identified,X710,South Western Sydney,12850,Fairfield (C)
2020-04-05,2035,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-05,2145,Locally acquired - source not identified,X740,Western Sydney,12380,Cumberland (A)
2020-04-05,2135,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17100,Strathfield (A)
2020-04-05,2017,Overseas,X700,Sydney,17200,Sydney (C)
2020-04-05,9999,Overseas,,,,
2020-04-05,2020,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-05,2205,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-05,2763,Locally acquired - source not identified,X740,Western Sydney,10750,Blacktown (C)
2020-04-05,2576,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,18350,Wingecarribee (A)
2020-04-05,9999,Overseas,,,,
2020-04-05,2558,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11500,Campbelltown (C) (NSW)
2020-04-05,2219,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-05,4811,Overseas,,,,
2020-04-05,,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-04-05,4217,Overseas,,,,
2020-04-05,2220,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-04-05,2011,Interstate,X720,South Eastern Sydney,17200,Sydney (C)
2020-04-05,4152,Overseas,,,,
2020-04-05,4507,Overseas,,,,
2020-04-05,4570,Overseas,,,,
2020-04-05,2153,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-04-05,2019,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-05,2135,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17100,Strathfield (A)
2020-04-05,2205,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-05,2800,Locally acquired - contact of a confirmed case and/or in a known cluster,X850,Western NSW,16150,Orange (C)
2020-04-05,2452,Overseas,X820,Mid North Coast,11800,Coffs Harbour (C)
2020-04-05,2870,Overseas,X850,Western NSW,16200,Parkes (A)
2020-04-05,4570,Overseas,,,,
2020-04-05,2576,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,18350,Wingecarribee (A)
2020-04-05,2179,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-05,2069,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-05,2250,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-04-05,2010,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-04-05,2043,Overseas,X700,Sydney,17200,Sydney (C)
2020-04-05,2161,Locally acquired - source not identified,X740,Western Sydney,12380,Cumberland (A)
2020-04-05,2118,Overseas,X740,Western Sydney,16260,Parramatta (C)
2020-04-05,2148,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-04-05,2010,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-04-05,2010,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-04-05,2011,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-04-05,2026,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-05,2022,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-05,2022,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-05,2103,Locally acquired - source not identified,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-05,2209,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-04-05,2111,Overseas,X760,Northern Sydney,14100,Hunters Hill (A)
2020-04-05,2224,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-04-05,2114,Overseas,X760,Northern Sydney,16700,Ryde (C)
2020-04-05,2485,Overseas,X810,Northern NSW,17550,Tweed (A)
2020-04-05,2539,Overseas,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-04-05,2159,Overseas,X760,Northern Sydney,14000,Hornsby (A)
2020-04-05,2103,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-05,2019,Locally acquired - source not identified,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-05,2110,Overseas,X760,Northern Sydney,14100,Hunters Hill (A)
2020-04-06,2350,Locally acquired - source not identified,X800,Hunter New England,10130,Armidale Regional (A)
2020-04-06,2575,Overseas,X710,South Western Sydney,18350,Wingecarribee (A)
2020-04-06,2113,Locally acquired - source not identified,X760,Northern Sydney,16700,Ryde (C)
2020-04-06,2234,Interstate,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-04-06,2145,Overseas,X740,Western Sydney,12380,Cumberland (A)
2020-04-06,2218,Locally acquired - source not identified,X720,South Eastern Sydney,12930,Georges River (A)
2020-04-06,2232,Locally acquired - source not identified,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-04-06,2114,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,16700,Ryde (C)
2020-04-06,2032,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-06,2216,Locally acquired - source not identified,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-06,2217,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-06,2320,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,15050,Maitland (C)
2020-04-06,2218,Overseas,X720,South Eastern Sydney,12930,Georges River (A)
2020-04-06,2557,Locally acquired - source not identified,X710,South Western Sydney,11450,Camden (A)
2020-04-06,2127,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,16260,Parramatta (C)
2020-04-06,2032,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-06,2575,Overseas,X710,South Western Sydney,18350,Wingecarribee (A)
2020-04-06,2232,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-04-06,2557,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11450,Camden (A)
2020-04-06,2066,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14700,Lane Cove (A)
2020-04-06,5061,Overseas,,,,
2020-04-06,2111,Overseas,X760,Northern Sydney,14100,Hunters Hill (A)
2020-04-06,2505,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-04-06,2046,Overseas,X700,Sydney,11520,Canada Bay (A)
2020-04-06,2000,Overseas,X720,South Eastern Sydney,17200,Sydney (C)
2020-04-06,2289,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-04-06,2012,Overseas,,,,
2020-04-06,2077,Overseas,X760,Northern Sydney,14000,Hornsby (A)
2020-04-06,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-04-06,7008,Overseas,,,,
2020-04-06,3144,Overseas,,,,
2020-04-06,2074,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-06,2283,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,14650,Lake Macquarie (C)
2020-04-06,2754,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,13800,Hawkesbury (C)
2020-04-06,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-04-07,2031,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-07,2032,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-07,2168,Locally acquired - source not identified,X710,South Western Sydney,14900,Liverpool (C)
2020-04-07,2022,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-07,2264,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,14650,Lake Macquarie (C)
2020-04-07,2234,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-04-07,2209,Locally acquired - source not identified,X720,South Eastern Sydney,12930,Georges River (A)
2020-04-07,2303,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-04-07,2303,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-04-07,2135,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17100,Strathfield (A)
2020-04-07,2135,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17100,Strathfield (A)
2020-04-07,2152,Locally acquired - source not identified,X740,Western Sydney,16260,Parramatta (C)
2020-04-07,2303,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,15900,Newcastle (C)
2020-04-07,2074,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-07,2022,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-07,2207,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-07,2096,Locally acquired - source not identified,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-07,2022,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-07,2111,Overseas,X760,Northern Sydney,14100,Hunters Hill (A)
2020-04-07,2165,Locally acquired - source not identified,X710,South Western Sydney,12850,Fairfield (C)
2020-04-07,,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-04-07,2026,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-07,2168,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-07,2066,Locally acquired - source not identified,X760,Northern Sydney,14700,Lane Cove (A)
2020-04-07,2024,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-07,,Overseas,,,,
2020-04-07,2077,Overseas,X760,Northern Sydney,14000,Hornsby (A)
2020-04-07,2570,Overseas,X710,South Western Sydney,11450,Camden (A)
2020-04-07,2035,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-07,2074,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-08,2134,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11300,Burwood (A)
2020-04-08,2304,Locally acquired - source not identified,X800,Hunter New England,15900,Newcastle (C)
2020-04-08,2135,Locally acquired - source not identified,X700,Sydney,17100,Strathfield (A)
2020-04-08,2168,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-08,2479,Overseas,X810,Northern NSW,11350,Byron (A)
2020-04-08,2479,Overseas,X810,Northern NSW,11350,Byron (A)
2020-04-08,2176,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,12850,Fairfield (C)
2020-04-08,,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-04-08,2767,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-04-08,2176,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,12850,Fairfield (C)
2020-04-08,2168,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-08,2317,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-04-08,2541,Overseas,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-04-08,2206,Interstate,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-04-08,2154,Interstate,X740,Western Sydney,17420,The Hills Shire (A)
2020-04-08,2138,Locally acquired - source not identified,X700,Sydney,11520,Canada Bay (A)
2020-04-08,2168,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-08,,Overseas,,,,
2020-04-08,2007,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-04-08,2450,Overseas,X820,Mid North Coast,11800,Coffs Harbour (C)
2020-04-08,2035,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-08,4053,Overseas,,,,
2020-04-08,3182,Overseas,,,,
2020-04-08,2478,Overseas,X810,Northern NSW,10250,Ballina (A)
2020-04-08,,Overseas,,,,
2020-04-08,2761,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-04-08,2287,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-04-08,2163,Locally acquired - source not identified,X710,South Western Sydney,12850,Fairfield (C)
2020-04-08,,Overseas,,,,
2020-04-08,,Overseas,,,,
2020-04-08,,Overseas,,,,
2020-04-08,2031,Locally acquired - source not identified,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-08,2137,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11520,Canada Bay (A)
2020-04-08,2168,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-08,2168,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-08,2210,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-04-08,2722,Overseas,X840,Murrumbidgee,12160,Cootamundra-Gundagai Regional (A)
2020-04-08,2096,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-08,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-08,2064,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,18250,Willoughby (C)
